File,Start Line,End Line,Api,Type,Tips
pyabsa\core\apc\classic\__bert__\models\aoa_bert.py,35,35,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\aoa_bert.py,36,36,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\aoa_bert.py,38,38,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\aoa_bert.py,39,39,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\aoa_bert.py,39,39,torch.transpose,SUPPORTED,"The corresponding api of ""torch.transpose"" is ""mindspore.ops.Transpose"", will be converted to ""x2ms_adapter.transpose"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,13,13,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,22,22,torch.nn.Parameter,SUPPORTED,"The corresponding api of ""torch.nn.Parameter"" is ""mindspore.Parameter"", will be converted to ""mindspore.Parameter"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,22,22,torch.FloatTensor,SUPPORTED,"""torch.FloatTensor"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.FloatTensor"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,24,24,torch.nn.Parameter,SUPPORTED,"The corresponding api of ""torch.nn.Parameter"" is ""mindspore.Parameter"", will be converted to ""mindspore.Parameter"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,24,24,torch.FloatTensor,SUPPORTED,"""torch.FloatTensor"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.FloatTensor"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,29,29,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,30,30,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,31,31,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,38,38,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,48,48,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,49,49,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,69,69,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,69,69,torch.float,SUPPORTED,"""torch.float"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.float32"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,84,84,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,84,84,torch.float,SUPPORTED,"""torch.float"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.float32"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,89,89,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,90,90,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,91,91,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,92,92,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,98,98,torch.nn.functional.relu,SUPPORTED,"The corresponding api of ""torch.nn.functional.relu"" is ""mindspore.ops.ReLU"", will be converted to ""x2ms_adapter.nn_functional.relu"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,99,99,torch.nn.functional.relu,SUPPORTED,"The corresponding api of ""torch.nn.functional.relu"" is ""mindspore.ops.ReLU"", will be converted to ""x2ms_adapter.nn_functional.relu"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,101,101,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,102,102,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\asgcn_bert.py,103,103,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,14,14,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,24,24,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,28,28,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,29,29,torch.max,SUPPORTED,"The corresponding api of ""torch.max"" is ""mindspore.ops.ArgMaxWithValue"", will be converted to ""x2ms_adapter.x2ms_max"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,30,30,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,35,35,torch.div,SUPPORTED,"The corresponding api of ""torch.div"" is ""mindspore.ops.Div"", will be converted to ""x2ms_adapter.div"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,35,35,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,37,37,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,40,40,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,42,42,torch.squeeze,SUPPORTED,"The corresponding api of ""torch.squeeze"" is ""mindspore.ops.Squeeze"", will be converted to ""x2ms_adapter.squeeze"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\atae_lstm_bert.py,42,42,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,14,14,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,23,23,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,24,24,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,25,25,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,26,26,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,30,30,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,31,31,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,36,36,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,36,36,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,44,44,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,45,45,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,84,84,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,85,85,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,90,90,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,91,91,torch.div,SUPPORTED,"The corresponding api of ""torch.div"" is ""mindspore.ops.Div"", will be converted to ""x2ms_adapter.div"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,99,99,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,100,100,torch.div,SUPPORTED,"The corresponding api of ""torch.div"" is ""mindspore.ops.Div"", will be converted to ""x2ms_adapter.div"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,109,109,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,110,110,torch.div,SUPPORTED,"The corresponding api of ""torch.div"" is ""mindspore.ops.Div"", will be converted to ""x2ms_adapter.div"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,123,123,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,124,124,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,126,126,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__bert__\models\cabasc_bert.py,126,126,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
